#Var-#NoneZ: 132 - 432
0.5163977794943223 [(0.0, 0.0), (200.0, 1.0)]
TimeRunning 4.360785722732544
0 	 6 	 7.0 	 1 	 7 	 4 	 0.0
1 	 6 	 7.0 	 1 	 7 	 20 	 0.008771929824561403
2 	 6 	 7.0 	 1 	 7 	 6 	 0.008771929824561403
3 	 6 	 7.0 	 1 	 7 	 6 	 0.008771929824561403
4 	 7 	 7.0 	 0 	 7 	 11 	 0.008771929824561403
5 	 6 	 7.0 	 1 	 7 	 6 	 0.008771929824561403
6 	 7 	 7.0 	 0 	 7 	 5 	 0.008771929824561403
7 	 5 	 7.0 	 2 	 7 	 7 	 0.008771929824561403
8 	 5 	 7.0 	 2 	 7 	 53 	 0.008771929824561403
9 	 6 	 7.0 	 1 	 7 	 55 	 0.008771929824561403
10 	 5 	 7.0 	 2 	 7 	 6 	 0.008771929824561403
11 	 6 	 7.0 	 1 	 7 	 3 	 0.017543859649122806
12 	 5 	 7.0 	 2 	 7 	 1 	 0.017543859649122806
13 	 6 	 7.0 	 1 	 7 	 20 	 0.017543859649122806
14 	 5 	 7.0 	 2 	 7 	 23 	 0.017543859649122806
15 	 6 	 7.0 	 1 	 7 	 10 	 0.008771929824561403
16 	 6 	 7.0 	 1 	 7 	 9 	 0.008771929824561403
17 	 5 	 7.0 	 2 	 7 	 17 	 0.008771929824561403
18 	 7 	 7.0 	 0 	 7 	 9 	 0.008771929824561403
19 	 6 	 7.0 	 1 	 7 	 32 	 0.0
20 	 6 	 7.0 	 1 	 7 	 21 	 0.008771929824561403
21 	 5 	 7.0 	 2 	 7 	 16 	 0.0
22 	 6 	 7.0 	 1 	 7 	 16 	 0.0
23 	 5 	 7.0 	 2 	 7 	 17 	 0.0
24 	 7 	 7.0 	 0 	 7 	 19 	 0.0
25 	 5 	 7.0 	 2 	 7 	 62 	 0.0
26 	 7 	 7.0 	 0 	 7 	 78 	 0.0
27 	 6 	 7.0 	 1 	 7 	 64 	 0.0
28 	 7 	 7.0 	 0 	 7 	 33 	 0.0
29 	 6 	 7.0 	 1 	 7 	 20 	 0.0
30 	 6 	 7.0 	 1 	 7 	 69 	 0.0
31 	 5 	 7.0 	 2 	 7 	 11 	 0.008771929824561403
32 	 8 	 8.0 	 0 	 8 	 1 	 0.0
33 	 7 	 8.0 	 1 	 8 	 1 	 0.0
34 	 5 	 8.0 	 4 	 7 	 1 	 0.0
35 	 6 	 8.0 	 2 	 8 	 1 	 0.0
36 	 7 	 8.0 	 1 	 8 	 1 	 0.0
37 	 5 	 8.0 	 3 	 8 	 1 	 0.0
38 	 4 	 8.0 	 4 	 8 	 1 	 0.0
39 	 6 	 8.0 	 2 	 8 	 1 	 0.0
40 	 6 	 8.0 	 2 	 8 	 1 	 0.0
41 	 5 	 8.0 	 3 	 8 	 1 	 0.0
42 	 7 	 8.0 	 2 	 8 	 1 	 0.0
43 	 6 	 8.0 	 2 	 8 	 1 	 0.0
44 	 5 	 8.0 	 4 	 7 	 1 	 0.0
45 	 5 	 8.0 	 3 	 8 	 1 	 0.0
46 	 5 	 8.0 	 3 	 8 	 1 	 0.0
47 	 8 	 8.0 	 0 	 8 	 1 	 0.0
48 	 7 	 8.0 	 1 	 8 	 1 	 0.0
49 	 8 	 8.0 	 0 	 8 	 1 	 0.0
50 	 7 	 8.0 	 1 	 8 	 1 	 0.0
51 	 5 	 8.0 	 3 	 8 	 1 	 0.0
52 	 8 	 8.0 	 1 	 8 	 1 	 0.0
53 	 7 	 8.0 	 1 	 8 	 1 	 0.0
54 	 7 	 8.0 	 1 	 8 	 1 	 0.0
55 	 7 	 8.0 	 2 	 8 	 1 	 0.0
56 	 6 	 8.0 	 2 	 8 	 1 	 0.008771929824561403
57 	 7 	 8.0 	 1 	 8 	 1 	 0.0
58 	 6 	 8.0 	 2 	 8 	 1 	 0.017543859649122806
59 	 5 	 8.0 	 3 	 8 	 1 	 0.008771929824561403
60 	 6 	 8.0 	 2 	 7 	 1 	 0.008771929824561403
61 	 6 	 8.0 	 2 	 8 	 1 	 0.008771929824561403
62 	 5 	 8.0 	 3 	 8 	 1 	 0.008771929824561403
63 	 6 	 8.0 	 2 	 8 	 1 	 0.008771929824561403
64 	 7 	 8.0 	 1 	 8 	 1 	 0.008771929824561403
65 	 7 	 8.0 	 1 	 8 	 1 	 0.008771929824561403
66 	 6 	 8.0 	 3 	 8 	 1 	 0.008771929824561403
67 	 6 	 8.0 	 2 	 8 	 1 	 0.0
68 	 6 	 8.0 	 2 	 8 	 1 	 0.008771929824561403
69 	 7 	 8.0 	 1 	 8 	 1 	 0.008771929824561403
70 	 6 	 8.0 	 2 	 8 	 1 	 0.008771929824561403
71 	 6 	 8.0 	 2 	 8 	 1 	 0.008771929824561403
72 	 7 	 8.0 	 1 	 8 	 1 	 0.008771929824561403
73 	 5 	 8.0 	 3 	 7 	 1 	 0.008771929824561403
74 	 6 	 8.0 	 2 	 8 	 2 	 0.008771929824561403
75 	 4 	 8.0 	 4 	 8 	 1 	 0.008771929824561403
76 	 5 	 8.0 	 3 	 8 	 2 	 0.008771929824561403
77 	 6 	 8.0 	 2 	 8 	 1 	 0.0
78 	 6 	 8.0 	 2 	 8 	 1 	 0.0
79 	 6 	 8.0 	 2 	 8 	 1 	 0.0
80 	 4 	 8.0 	 4 	 8 	 1 	 0.0
81 	 6 	 8.0 	 3 	 8 	 1 	 0.0
82 	 7 	 8.0 	 1 	 8 	 1 	 0.0
83 	 6 	 8.0 	 2 	 8 	 1 	 0.0
84 	 6 	 8.0 	 2 	 8 	 2 	 0.0
85 	 6 	 8.0 	 3 	 7 	 1 	 0.008771929824561403
86 	 6 	 8.0 	 3 	 7 	 3 	 0.008771929824561403
87 	 5 	 8.0 	 4 	 7 	 1 	 0.0
88 	 6 	 8.0 	 3 	 8 	 2 	 0.008771929824561403
