#Var-#NoneZ: 226 - 771
0.5401524839175998 [(0.0, 0.0), (200.0, 1.0)]
TimeRunning 4.529577255249023
0 	 6 	 7.0 	 1 	 7 	 63 	 0.0
1 	 7 	 7.0 	 0 	 7 	 1 	 0.00980392156862745
2 	 6 	 7.0 	 1 	 7 	 2 	 0.00980392156862745
3 	 6 	 7.0 	 1 	 7 	 2 	 0.00980392156862745
4 	 7 	 7.0 	 0 	 7 	 4 	 0.00980392156862745
5 	 7 	 7.0 	 0 	 7 	 6 	 0.00980392156862745
6 	 6 	 7.0 	 1 	 7 	 1 	 0.00980392156862745
7 	 7 	 7.0 	 0 	 7 	 1 	 0.00980392156862745
8 	 6 	 7.0 	 1 	 7 	 2 	 0.00980392156862745
9 	 6 	 7.0 	 1 	 7 	 2 	 0.00980392156862745
10 	 6 	 7.0 	 1 	 7 	 2 	 0.00980392156862745
11 	 6 	 7.0 	 1 	 7 	 1 	 0.00980392156862745
12 	 7 	 7.0 	 0 	 7 	 1 	 0.004901960784313725
13 	 6 	 7.0 	 1 	 7 	 1 	 0.004901960784313725
14 	 7 	 7.0 	 0 	 7 	 1 	 0.00980392156862745
15 	 7 	 7.0 	 0 	 7 	 1 	 0.00980392156862745
16 	 6 	 7.0 	 1 	 7 	 1 	 0.00980392156862745
17 	 7 	 7.0 	 0 	 7 	 1 	 0.00980392156862745
18 	 6 	 7.0 	 1 	 7 	 1 	 0.014705882352941176
19 	 6 	 7.0 	 1 	 7 	 1 	 0.00980392156862745
20 	 6 	 7.0 	 1 	 7 	 6 	 0.004901960784313725
21 	 6 	 7.0 	 1 	 7 	 9 	 0.004901960784313725
22 	 5 	 7.0 	 2 	 7 	 1 	 0.014705882352941176
23 	 6 	 7.0 	 1 	 7 	 4 	 0.004901960784313725
24 	 7 	 7.0 	 0 	 7 	 107 	 0.0
25 	 7 	 7.0 	 0 	 7 	 7 	 0.004901960784313725
26 	 6 	 7.0 	 1 	 7 	 12 	 0.004901960784313725
27 	 7 	 7.0 	 0 	 7 	 5 	 0.004901960784313725
28 	 6 	 7.0 	 1 	 7 	 47 	 0.0
29 	 7 	 7.0 	 0 	 7 	 82 	 0.0
30 	 6 	 7.0 	 1 	 7 	 95 	 0.0
31 	 5 	 7.0 	 2 	 7 	 20 	 0.0
32 	 6 	 7.0 	 1 	 7 	 5 	 0.004901960784313725
33 	 7 	 7.0 	 0 	 7 	 14 	 0.004901960784313725
34 	 5 	 7.0 	 2 	 7 	 4 	 0.004901960784313725
35 	 5 	 7.0 	 2 	 7 	 2 	 0.004901960784313725
36 	 5 	 7.0 	 2 	 7 	 2 	 0.004901960784313725
37 	 6 	 7.0 	 1 	 7 	 7 	 0.004901960784313725
38 	 6 	 7.0 	 1 	 7 	 4 	 0.004901960784313725
39 	 7 	 7.0 	 0 	 7 	 14 	 0.004901960784313725
40 	 7 	 7.0 	 0 	 7 	 7 	 0.004901960784313725
41 	 7 	 7.0 	 0 	 7 	 12 	 0.004901960784313725
42 	 6 	 7.0 	 1 	 7 	 4 	 0.004901960784313725
43 	 6 	 7.0 	 1 	 7 	 6 	 0.004901960784313725
44 	 7 	 8.0 	 2 	 8 	 2 	 0.00980392156862745
45 	 7 	 8.0 	 2 	 8 	 1 	 0.00980392156862745
46 	 8 	 8.0 	 1 	 8 	 1 	 0.014705882352941176
47 	 8 	 8.0 	 1 	 8 	 4 	 0.00980392156862745
48 	 6 	 8.0 	 3 	 7 	 1 	 0.00980392156862745
49 	 7 	 8.0 	 2 	 7 	 1 	 0.004901960784313725
50 	 7 	 8.0 	 1 	 8 	 1 	 0.00980392156862745
51 	 6 	 8.0 	 3 	 7 	 2 	 0.00980392156862745
52 	 7 	 8.0 	 2 	 8 	 1 	 0.014705882352941176
53 	 7 	 8.0 	 2 	 8 	 1 	 0.0
54 	 6 	 8.0 	 3 	 7 	 1 	 0.00980392156862745
55 	 8 	 8.0 	 1 	 8 	 1 	 0.00980392156862745
56 	 8 	 8.0 	 0 	 8 	 1 	 0.00980392156862745
57 	 7 	 8.0 	 2 	 7 	 1 	 0.00980392156862745
58 	 6 	 8.0 	 3 	 7 	 1 	 0.004901960784313725
59 	 8 	 8.0 	 0 	 8 	 1 	 0.004901960784313725
60 	 7 	 8.0 	 2 	 7 	 1 	 0.0
61 	 6 	 8.0 	 3 	 7 	 4 	 0.004901960784313725
62 	 7 	 8.0 	 2 	 8 	 4 	 0.004901960784313725
63 	 7 	 8.0 	 2 	 7 	 3 	 0.004901960784313725
64 	 8 	 8.0 	 0 	 8 	 1 	 0.004901960784313725
65 	 7 	 8.0 	 2 	 8 	 1 	 0.00980392156862745
66 	 6 	 8.0 	 2 	 8 	 1 	 0.004901960784313725
67 	 8 	 8.0 	 1 	 8 	 1 	 0.00980392156862745
68 	 8 	 8.0 	 1 	 8 	 1 	 0.00980392156862745
69 	 7 	 8.0 	 2 	 7 	 1 	 0.00980392156862745
70 	 7 	 8.0 	 2 	 7 	 1 	 0.00980392156862745
